signal_date,ticker,signal_type,signal_direction,llm_direction,signal_price,catalyst_tag,news_tone,trade_frame_scenario,conviction,raw_conviction,action,regime,sub_regime,factors_json,factor_reasoning_json,confidence_meta_json,return_1d,return_5d,return_20d,evaluated_1d,evaluated_5d,evaluated_20d,barrier_label,barrier_hit_day,barrier_return,barrier_date
2026-04-23,AAPL,10-Q,bear,,273.43,실적,중립~약강세,273.43 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,69,buy,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 9, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-6 / 하드 촉매 2026-01-30"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +18.8% / 기관 보유 65.3%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 -5.7% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""Technology 섹터 비중 57.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",-0.87%,+2.45%,+11.54%,True,True,True,hit,2,-2.00%,2026-04-27
2026-04-23,AMD,8-K,neutral,,305.33,기타 공시,강세,305.33 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,65,70,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 5, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 8}","{""catalyst_recency"": ""실적 D-11"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +322.3% / 기관 보유 72.2%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +24.7% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer 대비 밸류에이션과 모멘텀이 모두 우호적입니다"", ""portfolio_risk"": ""Technology 섹터 비중 57.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.829, ""data_quality"": 0.84, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",+13.91%,+18.08%,+47.25%,True,True,True,stop,1,+3.00%,2026-04-24
2026-04-23,CAT,8-K,bull,,835.24,기타 공시,bullish,835.24 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,73,77,buy,risk_on,,"{""catalyst_recency"": 15, ""earnings_pattern"": 5, ""fundamentals"": 10, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 5, ""peer_rank"": 5, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-6"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +48.0% / 기관 보유 72.6%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +10.9% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer 대비 밸류에이션과 모멘텀이 모두 우호적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.86, ""data_quality"": 1, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-0.53%,+6.52%,+3.68%,True,True,True,stop,2,-2.00%,2026-04-27
2026-04-23,IONQ,8-K,bear,,43.63,기타 공시,중립,43.63 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,64,67,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 3, ""fundamentals"": 5, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 16, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-12"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 개선 / 평균 서프라이즈 +1.4%"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +22.6% / 상대 거래량 1.39배"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""portfolio_risk"": ""Technology 섹터 비중 57.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",-2.15%,+5.89%,+34.98%,True,True,True,hit,1,-2.00%,2026-04-24
2026-04-23,KO,10-K,bear,,76.28,실적,bullish,76.28 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,53,56,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": 1, ""macro_regime"": -3, ""momentum"": 10, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-4 / 하드 촉매 2026-02-20"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +13.5% / 기관 보유 66.7%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer defensive 섹터 편향 -3"", ""momentum"": ""섹터 대비 -1.1%"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 0% (0/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.86, ""data_quality"": 1, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",+0.46%,+3.02%,+6.41%,True,True,True,stop,3,+3.00%,2026-04-28
2026-04-23,ORA,10-K,bull,,113.60,실적,bullish,113.60 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,54,59,watch,risk_on,,"{""catalyst_recency"": 18, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 3, ""macro_regime"": -3, ""momentum"": 15, ""news_tone"": 5, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-12 / 하드 촉매 2026-02-26"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +27.7% / 기관 보유 96.4%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 utilities 섹터 편향 -3"", ""momentum"": ""섹터 대비 +0.8% / SMA50·SMA200 위 / 상대 거래량 1.53배"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 0% (0/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.788, ""data_quality"": 0.82, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-0.21%,-0.09%,+17.85%,True,True,True,stop,4,-2.00%,2026-04-29
2026-04-23,OXY,8-K,neutral,,57.83,기타 공시,중립~약강세,57.83 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,70,73,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 8, ""fundamentals"": 8, ""macro_event"": 6, ""macro_regime"": 2, ""momentum"": 13, ""news_tone"": 0, ""peer_rank"": 8, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-11"", ""earnings_pattern"": ""연속 상회 4분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.3%"", ""fundamentals"": ""선행 EPS 성장 +164.4%"", ""macro_event"": ""원유 공급 차질은 에너지 밸류체인에 우호적일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 energy 섹터 편향 +2"", ""momentum"": ""섹터 대비 -0.6% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 67% (2/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",-1.23%,+1.52%,+1.73%,True,True,True,stop,1,-2.00%,2026-04-24
2026-04-23,PLUG,10-K,bull,,3.18,실적,중립,3.18 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,65,68,buy,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 5, ""fundamentals"": 5, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 8}","{""catalyst_recency"": ""실적 D-17 / 하드 촉매 2026-03-02"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +34.7% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 83% (5/6)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",-1.26%,-2.20%,+18.87%,True,True,True,hit,1,+3.00%,2026-04-24
2026-04-23,SPIR,10-K,bull,,17.54,실적,neutral,17.54 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,52,55,watch,risk_on,,"{""catalyst_recency"": 13, ""earnings_pattern"": 0, ""fundamentals"": 2, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 19, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-19 / 하드 촉매 2026-03-19"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 -138.3%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +13.8% / SMA50·SMA200 위 / 상대 거래량 1.40배"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 0% (0/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.848, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-5.87%,+3.65%,+9.52%,True,True,True,hit,1,+3.00%,2026-04-24
2026-04-23,T,8-K,bear,,26.61,기타 공시,neutral,26.61 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,49,52,watch,risk_on,,"{""catalyst_recency"": -5, ""earnings_pattern"": 0, ""fundamentals"": 4, ""macro_event"": -4, ""macro_regime"": 4, ""momentum"": 3, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-89"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 -16.1% / 기관 보유 68.1%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 communication services 섹터 편향 +4"", ""momentum"": ""섹터 대비 -12.0% / SMA50·SMA200 아래"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (6/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.848, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-1.54%,-1.84%,-4.77%,True,True,True,hit,1,-2.00%,2026-04-24
2026-04-23,XOM,8-K,bear,,150.53,기타 공시,neutral,150.53 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,55,59,watch,risk_on,,"{""catalyst_recency"": 15, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": 6, ""macro_regime"": 2, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": -10, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-7"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +49.9% / 기관 보유 67.7%"", ""macro_event"": ""원유 공급 차질은 에너지 밸류체인에 우호적일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 energy 섹터 편향 +2"", ""momentum"": ""섹터 대비 -1.9%"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 17% (1/6)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.848, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-1.08%,+1.47%,+3.16%,True,True,True,hit,1,-2.00%,2026-04-24
2026-04-24,AAPL,10-Q,bull,bull,271.06,실적,긍정,271.06 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,64,68,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 9, ""news_tone"": 0, ""peer_rank"": 0, ""policy_tailwind"": 0, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-3 / 하드 촉매 2026-01-30"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +18.5% / 기관 보유 65.2%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 -14.4% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +0.00 — 이번 TPC 회의의 구체 안건은 CETA 내 의약품 GMP 상호인정 범위 조정으로 보인다. AAPL의 주요 노출은 tariff_china와 antitrust_app_store로, 해당 의제와 직접 연결되지 않아 실질 영향은 중립적이다."", ""portfolio_risk"": ""Technology 섹터 비중 57.8%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (7/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8555, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.65}",-1.27%,+3.35%,+13.75%,True,True,True,stop,1,-2.00%,2026-04-27
2026-04-24,AMD,8-K,bull,bull,347.81,기타 공시,강세,347.81 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,66,69,buy,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 0, ""fundamentals"": 10, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 19, ""news_tone"": 0, ""peer_rank"": 8, ""policy_tailwind"": -2, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 4}","{""catalyst_recency"": ""실적 D-8"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +321.8% / 기관 보유 72.1%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +48.9% / SMA50·SMA200 위 / 상대 거래량 2.15배"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""policy_tailwind"": ""정책 임팩트 -0.22 — 이번 회의는 구체 규제 발표보다 수출금융·수출통제 정책 흐름을 보여주는 성격이다. AMD는 export_control_china 노출이 있고 중국 매출 비중이 15%여서, EU 차원의 통제·금융지원 기조 강화 시 간접 부담 가능성이 있다."", ""portfolio_risk"": ""Technology 섹터 비중 57.8%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (7/7)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",-3.79%,+3.66%,+44.88%,True,True,True,stop,1,-2.00%,2026-04-27
2026-04-24,CAT,8-K,bull,bull,830.79,기타 공시,bullish,830.79 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,75,79,buy,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 5, ""fundamentals"": 10, ""macro_event"": -6, ""macro_regime"": 4, ""momentum"": 17, ""news_tone"": 5, ""peer_rank"": 8, ""policy_tailwind"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 10, ""signal_track_record"": 15, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-3"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +49.0% / 기관 보유 73.0%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +11.4% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""policy_tailwind"": ""정책 임팩트 +0.00 — CAT는 infrastructure_spending 및 defense_aid_ukraine 노출이 있다. 유럽 차원의 산업지원·재정지원 제도 설계 강화는 향후 인프라·방산 연계 투자 확대로 이어질 수 있어 간접 수혜 여지가 있다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 100% (7/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.86, ""data_quality"": 1, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-0.24%,+7.09%,+9.36%,True,True,True,stop,2,-2.00%,2026-04-28
2026-04-24,IONQ,8-K,bull,bull,42.69,기타 공시,중립-강세,42.69 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,63,66,watch,risk_on,,"{""catalyst_recency"": 10, ""earnings_pattern"": 3, ""fundamentals"": 5, ""macro_event"": -5, ""macro_regime"": 5, ""momentum"": 14, ""news_tone"": 0, ""peer_rank"": 0, ""policy_tailwind"": 2, ""portfolio_risk"": -6, ""regime_adjustment"": 15, ""signal_track_record"": 15, ""valuation"": 12}","{""catalyst_recency"": ""실적 D-9"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 개선 / 평균 서프라이즈 +1.4%"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +31.9%"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""정책 임팩트 +0.25 — IONQ는 defense_quantum_funding 및 doe_grants 노출이 있다. 이번 ECF 논의가 방위 연구·혁신 자금 설계와 연결되어 있어, 유럽의 양자·첨단기술 R&D 지원 확대 시 간접 수혜 가능성이 있다."", ""portfolio_risk"": ""Technology 섹터 비중 57.8%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 86% (6/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.893, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.9}",+2.69%,+8.22%,+49.03%,True,True,True,hit,1,+3.00%,2026-04-27
2026-04-24,KO,10-K,bull,bull,76.63,실적,neutral,76.63 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,50,53,watch,risk_on,,"{""catalyst_recency"": 20, ""earnings_pattern"": 0, ""fundamentals"": 8, ""macro_event"": 1, ""macro_regime"": -3, ""momentum"": 10, ""news_tone"": 0, ""peer_rank"": 0, ""policy_tailwind"": 0, ""portfolio_risk"": 0, ""regime_adjustment"": 5, ""signal_track_record"": -10, ""valuation"": 10}","{""catalyst_recency"": ""실적 D-1 / 하드 촉매 2026-02-20"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +13.5% / 기관 보유 66.6%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer defensive 섹터 편향 -3"", ""momentum"": ""섹터 대비 -0.6%"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +0.00 — 영국 농업사업체에 적용되는 환경법 전반을 단순화·현대화·통합하는 검토 프로젝트다. KO는 plastic_regulation, sugar_tax, fda_labeling 노출이 있으나 이번 사안은 농업 규제개혁 중심이라 직접 영향은 제한적이다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 14% (1/7)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.848, ""data_quality"": 1, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1, ""model_agreement"": 0.6}",-1.55%,+2.54%,+5.00%,True,True,True,hit,2,+3.00%,2026-04-28
